FullName,Type,Country
Comte Hugues de La Bourdonnaye Blanc de Blancs Brut Nature,Mousserande vin,Frankrike
Kallfelz Sensus Riesling-Hochgewächs Trocken,Vitt vin,Tyskland
Kallfelz Consensus Riesling-Hochgewächs,Vitt vin,Tyskland
Les Cassagnes de la Nerthe,Rött vin,Frankrike
Schild Estate Barossa Valley Cabernet Sauvignon,Rött vin,Australien
Icône Domaine la Grange,Rött vin,Frankrike
Chambertin Clos de Bèze Domaine Bruno Clair,Rött vin,Frankrike
Bonnes Mares Grand Cru Domaine Bruno Clair,Rött vin,Frankrike
Evil Twin Christmas Eve At A New York City Hotel Room,Öl,USA
2017 Barley Wine,Öl,Sverige
Bourgogne Pinot Noir,Rött vin,Frankrike
Craggy Range Te Muna Sauvignon Blanc,Vitt vin,Nya Zeeland
Barolo Cagliero,Rött vin,Italien
Barolo BelColle Simposio Riserva,Rött vin,Italien
Angoris Collio Bianco Riserva,Vitt vin,Italien
Angoris Sauvignon Blanc,Vitt vin,Italien
Angoris Pignolo,Rött vin,Italien
Highland Park Fire Edition 15 Years,Whisky,Storbritannien
Highland Park The Dark,Whisky,Storbritannien
The Golden Stallion,Rött vin,Spanien
Ferrari Riserva Lunelli,Mousserande vin,Italien
Jämtlands American Pale Ale,Öl,Sverige
Bruno Clair Gevrey-Chambertin,Rött vin,Frankrike
Alfiero Boffa Testimonium,Rött vin,Italien
Concerto Reggiano Lambrusco,Rött vin,Italien
Intermezzo 2016,Öl,Sverige
Conti Sertoli Salis Capo di Terra,Rött vin,Italien
Amies Amies Brut,Mousserande vin,Frankrike
Mackmyra Svensk Rök/Amerikansk Ek,Whisky,Sverige
Perfect Day Bubbles Spumante Cuvée Extra Dry,Mousserande vin,Italien
Tirreno Marchesi Mazzei,Rött vin,Italien
Domaine Les Fumées Blanches Sauvignon Blanc,Vitt vin,Frankrike
Cartemisia Prosecco Extra Dry,Mousserande vin,Italien
Moreau Chardonnay,Vitt vin,Frankrike
Crotasc Bianco,Vitt vin,Italien
Corte Di Cama,Rött vin,Italien
Cavas Avinyó Mixlåda,Mousserande vin,Spanien
Sancerre Guigne-Chèvres Domaine Vacheron,Vitt vin,Frankrike
Black Stallion Los Carneros Pinot Noir,Rött vin,USA
Black Stallion Cabernet Sauvignon Limited Release,Rött vin,USA
Godelia Godello Doña Blanca,Vitt vin,Spanien
Black Stallion Napa Valley Chardonnay,Vitt vin,USA
Godelia Selección Mencía,Rött vin,Spanien
Rietvallei Chenin Blanc,Vitt vin,Sydafrika
Clos de Vougeot Grand Cru,Rött vin,Frankrike
Rietvallei Sauvignon Blanc,Vitt vin,Sydafrika
Libamus,Rött vin,Spanien
Godelia Selección Godello,Vitt vin,Spanien
Vougeot 1er Cru Le Clos Blanc de Vougeot Monopole,Vitt vin,Frankrike
Godelia Mencía,Rött vin,Spanien
Recioto Classico I Castei,Rött vin,Italien
Pere Ventura Maria del Mar Grand Reserva,Mousserande vin,Spanien
Barbera d'Asti Cascina Vigna,Rött vin,Italien
Barbera d'Asti Superiore Cascina Vigna,Rött vin,Italien
Rietvallei Shiraz Petit Verdot Viognier,Rött vin,Sydafrika
Deutz Brut Classic,Mousserande vin,Frankrike
Moletto Brut Millesimato VSQ,Mousserande vin,Italien
R Dumont Brut Millésimé,Mousserande vin,Frankrike
Allegrini Amarone della Valpolicella Classico,Rött vin,Italien
Costera Cannonau di Sardegna,Rött vin,Italien
R Dumont Rosé Brut,Mousserande vin,Frankrike
AA Laièta Gran Reserva Brut Nature,Mousserande vin,Spanien
Marimar Estate Mas Cavalls Dôna Margarita Vineyard Pinot Noir,Rött vin,USA
Dailuaine 6 Years,Whisky,Storbritannien
AA Opus Evolution Gran Reserva Brut Nature,Mousserande vin,Spanien
AA Orbus 100% Syrah,Rött vin,Spanien
Reserva Real,Rött vin,Spanien
Craigellachie 7 Years,Whisky,Storbritannien
Maison Rijckaert Viré Clessé L´Epinet,Vitt vin,Frankrike
Maison Rijckaert Arbois En Paradis Vieilles Vignes,Vitt vin,Frankrike
Maison Rijckaert Côtes du Jura Les Sarres Savagnin,Vitt vin,Frankrike
Carlisle Papera Ranch Zinfandel,Rött vin,USA
Menger-Krug Méthode Rurale Brut Riesling,Mousserande vin,Tyskland
Vent d'Ange Château La Reyne,Rött vin,Frankrike
Clotilde Davenne Cremant de Bourgogne Extra Brut,Mousserande vin,Frankrike
Edge Hoptimista Indian Pale Ale,Öl,Spanien
Vignalta Rosso Riserva,Rött vin,Italien
Martin Muthenthaler Ried Bruck Riesling,Vitt vin,Österrike
Martin Muthenthaler Ried Schön Gruner Veltliner,Vitt vin,Österrike
Martin Muthenthaler Viesslinger Stern Riesling,Vitt vin,Österrike
Chablis Grand Cru Les Clos Clotilde Davenne,Vitt vin,Frankrike
Reichsrat von Buhl Spätburgunder Trocken,Rött vin,Tyskland
Clemens Busch Marienberg Riesling Kabinett,Vitt vin,Tyskland
Pousio Tinto,Rött vin,Portugal
Barossa Valley Estate,Rött vin,Australien
'NAUT Black India Pale Ale,Öl,Sverige
NKB Shady Jade Pale Ale,Öl,Sverige
Chateauneuf-du-Pape Piedlong Vignobles Brunier,Rött vin,Frankrike
Wasahof Muscadet Sèvre et Maine sur lie,Vitt vin,Frankrike
Billecart-Salmon Brut Blanc de Blancs,Mousserande vin,Frankrike
Cotes du Jura Domane Jean Luc Moillard Chardonnay,Vitt vin,Frankrike
Ocean Lallas Lager,Öl,Sverige
Vega Hazy Amber Pale Ale,Öl,Sverige
Lenoble Grand Cru Chouilly Blanc de Blancs Brut,Mousserande vin,Frankrike
Rosé de Saignée Brocard Pierre,Mousserande vin,Frankrike
Tyska Eken Pilsner,Öl,Sverige
Skövde Vit Symphonie d'Oc,Vitt vin,Frankrike
Bardolino Villa Merighi,Rött vin,Italien
Waxholm Pale Ale,Öl,Sverige
Äppelbo Enbärs,Öl,Sverige
Mylitta Tokaj,Vitt vin,Ungern
Amarone della Valpolicella Conte Gastone,Rött vin,Italien
Botijo Rojo Garnacha,Rött vin,Spanien
André Bergere Tentation Brut,Mousserande vin,Frankrike
3 Monts,Öl,Frankrike
Gavroche,Öl,Frankrike
Roquette & Cazes,Rött vin,Portugal
André Bergere Rosé Brut,Mousserande vin,Frankrike
André Bergere Grand Cru Blanc de Blancs Brut,Mousserande vin,Frankrike
Lobkowicz Premium Ale,Öl,Tjeckien
Lobkowicz Premium Pšenicný,Öl,Tjeckien
Lobkowicz Premium Cerne,Öl,Tjeckien
Lobkowicz Premium,Öl,Tjeckien
De Wetshof Bateleur Chardonnay,Vitt vin,Sydafrika
Picpoulet de Pinet,Vitt vin,Frankrike
Znovín Classic Sekt Brut,Mousserande vin,Tjeckien
Znovín Classic Sekt Demi Sec,Mousserande vin,Tjeckien
Vuaria Nero d'Avola,Rött vin,Italien
Château la Varière Cabernet Sauvignon,Rött vin,Frankrike
Lacourte-Godbillon Pinot Noir Rosé Sec,Mousserande vin,Frankrike
Guldkula White Grand Cru Blanc de Blancs,Mousserande vin,Frankrike
Guldkula Black Grand Cru Blanc de Noir,Mousserande vin,Frankrike
Guldkula Pink Grand Cru Rosé,Mousserande vin,Frankrike
Rully Premier Cru Les Grésigny,Vitt vin,Frankrike
Alva,Rött vin,Frankrike
Château Haut-Cazevert,Vitt vin,Frankrike
Dilé d Rosso,Rött vin,Italien
Le Sassine Valpolicella Ripasso,Rött vin,Italien
Stillwater Classique Postmodern Beer,Öl,USA
Andechser Doppelbock Dunkel,Öl,Tyskland
In the garden of Epernay,Mousserande vin,Frankrike
Andechser Special Hell,Öl,Tyskland
Jack Ryan Irish Single Malt 12 Years,Whisky,Irland
Dingac 50,Rött vin,Kroatien
Del Pedregal Seleccion Tannat,Rött vin,Uruguay
Prima Donna Crianza En Roble Tannat,Rött vin,Uruguay
Muratie Laurens Campher,Vitt vin,Sydafrika
Muratie George Paul Canitz Pinot Noir,Rött vin,Sydafrika
Skövde Röd Symphonic d'Oc,Rött vin,Frankrike
El Coto Crianza,Rött vin,Spanien
De Sousa Cuvee des Caudalies Grand Cru Grand Cru,Mousserande vin,Frankrike
Cin Cin Chianti Collezione Lo Cicero By Michael Nyqvist,Rött vin,Italien
Moscato d'Asti,Vitt vin,Italien
Domaine des Pasquiers Plan de Dieu,Rött vin,Frankrike
Moscato d´Asti Ca'du Sindic Riserva,Vitt vin,Italien
Recioto della Valpolicella Classico Mizzon,Rött vin,Italien
Convento de Aguiar Reserva Branco,Vitt vin,Portugal
Domaine des Bosquets Gigondas,Rött vin,Frankrike
Innis & Gunn Gunnpowder IPA,Öl,Storbritannien
Château La Garde Collection,Rött vin,Frankrike
Jean Vesselle Grand Cru Prestige Brut,Mousserande vin,Frankrike
Pauillac de Chateau Latour,Rött vin,Frankrike
Assyrtiko,Vitt vin,Grekland
Canard Duchêne Charles VII Blanc de Noirs Brut,Mousserande vin,Frankrike
Tingvalla Saison Number 1,Öl,Sverige
Loimer Extra Brut,Mousserande vin,Österrike
Clos des Papes Rouge,Rött vin,Frankrike
Bourgogne Chardonnay J M Brocard,Vitt vin,Frankrike
Capello Terra Antica,Rött vin,Italien
Marechiaro Italian Crisp Lager,Öl,Italien
Birra Antoniana Stile Vienna,Öl,Italien
Craven Pinot Gris,Vitt vin,Sydafrika
Craven Cinaut,Rött vin,Sydafrika
Craven Clairette Blanche,Vitt vin,Sydafrika
Craven Syrah The Firs Vineyard,Rött vin,Sydafrika
Brezza Barolo Cannubi,Rött vin,Italien
Colleoni Brunello di Montalcino Societá Agricola Santa Maria,Rött vin,Italien
Fürst von Metternich Riesling Sekt Trocken,Mousserande vin,Tyskland
Charles Heidsieck Rosé Vintage,Mousserande vin,Frankrike
Georg Breuer Berg Rottland Riesling,Vitt vin,Tyskland
Backens Lager,Öl,Sverige
Backens Ale,Öl,Sverige
Speyside Old Malt Cask 14269 21 Years,Whisky,Storbritannien
Ben Nevis 21 Years,Whisky,Storbritannien
Amorini,Rött vin,Italien
The Macallan Rare Cask,Whisky,Storbritannien
Macduff 20 Years,Whisky,Storbritannien
Caol Ila 9 Years,Whisky,Storbritannien
Quibia Falanis,Vitt vin,Spanien
Hattingley Valley Blanc de Blancs Brut,Mousserande vin,Storbritannien
Domaine Muré Crémant D'Alsace Brut,Mousserande vin,Frankrike
New Belgium French Oak Saison,Öl,USA
Old Overholt Straight Rye Whiskey 3 Years,Whisky,USA
Brygghuset Finn Easter Porter,Öl,Sverige
Mohawk Unfiltered Easter Lager,Öl,Sverige
Göteborgs Easter Session IPA Eko,Öl,Sverige
Göteborgs Easter Ale Eko,Öl,Sverige
Ängöl Glad Påsk,Öl,Sverige
Klackabackens Påsklager,Öl,Sverige
Nils Oscar Kalaspåsköl,Öl,Sverige
TÖ Påsköl,Öl,Sverige
Skärgårdspåsk,Öl,Sverige
Remmarlöv The Easter Brew Organic Lager,Öl,Sverige
Påsk,Öl,Sverige
Levante Colombard Chardonnay,Vitt vin,Sydafrika
Mortlach 10 Years,Whisky,Storbritannien
Bowmore 20 Years,Whisky,Storbritannien
Ardmore 21 Years,Whisky,Storbritannien
Tyska Eken Påsköl,Öl,Sverige
Grebbestads Påsköl,Öl,Sverige
Göteborgs Häxbrygd,Öl,Sverige
Barolo Manzone Bricat,Rött vin,Italien
Barolo Manzone Gramolere,Rött vin,Italien
Say Blush Pink Grapefruit,Mousserande vin,Frankrike
Château Macquin Saint-Georges Saint-Émilion,Rött vin,Frankrike
Samuel Adams Rebel Grapfruit IPA,Öl,USA
Tyska Eken Påsköl Dunkel,Öl,Sverige
Halmstad Brygghus Harplinge Påsköl,Öl,Sverige
Jädraöl Påsköl,Öl,Sverige
Påskporter Tvåtusenarton,Öl,Sverige
Remmarlöv The Hop Hatch Brown Ale,Öl,Sverige
Nääs Påsköl,Öl,Sverige
Södra I F*king Love Bunnies,Öl,Sverige
Kåtöl Påsköl,Öl,Sverige
Cune Crianza,Rött vin,Spanien
Cune Reserva,Rött vin,Spanien
Virgin Earth Sauvignon Blanc Semillon,Vitt vin,Sydafrika
Virgin Earth Five,Rött vin,Sydafrika
El Copero,Rött vin,Spanien
Châteauneuf-du-Pape Château Sixtine,Rött vin,Frankrike
Antolini Amarone della Valpolicella Classico Moròpio,Rött vin,Italien
Bertoldi Manuele Casale Veneto,Rött vin,Italien
Bertoldi Manuele Lugana,Vitt vin,Italien
Roslagens Påsköl Ekologisk,Öl,Sverige
Marsipulami,Öl,Sverige
Mullineux White Mullineux Family Wines,Vitt vin,Sydafrika
Närke Slättöl Pale Ale,Öl,Sverige
Armorik Maitre de Chai,Whisky,Frankrike
Södra Easter Ale,Öl,Sverige
Gustave Lorentz Evidence Riesling,Vitt vin,Frankrike
Stigbergets West Coast India Pale Ale,Öl,Sverige
Domäne Wachau Grüner Veltliner,Vitt vin,Österrike
Dugges Easter Porter,Öl,Sverige
Rådanäs Ekologiska Saison,Öl,Sverige
Gustave Lorentz Riesling Lieu dit Burg,Vitt vin,Frankrike
Gustave Lorentz Pinot Gris Lieu dit Schofweg,Vitt vin,Frankrike
Tullibardine 25 Years,Whisky,Storbritannien
Elements Of Islay Oc2,Whisky,Storbritannien
Jämtlands Bärnsten Ljus Lager,Öl,Sverige
Jämtlands India Pale Ale,Öl,Sverige
Hönöbryggeriet American Pale Ale,Öl,Sverige
Martha Krieger Spitzenpilsner,Öl,Tyskland
Öland Pale Ale ÖPA,Öl,Sverige
Glendronach Peated,Whisky,Storbritannien
Rust en Vrede Estate Syrah,Rött vin,Sydafrika
Crémant d'Alsace Riesling Brut,Mousserande vin,Frankrike
Piemonte Barbera,Rött vin,Italien
Jean Geiler Pinot Gris,Vitt vin,Frankrike
Les Tourelles de Longueville,Rött vin,Frankrike
Caledonian The Sovereign 41 Years,Whisky,Storbritannien
Allegrini Palazzo della Torre,Rött vin,Italien
Port Dundas The Sovereign 50 Years,Whisky,Storbritannien
North British The Sovereign 26 Years,Whisky,Storbritannien
Carsebridge The Sovereign 42 Years,Whisky,Storbritannien
Elements of Islay Pi4,Whisky,Storbritannien
Louis Jadot Coteaux Bourguignons Blanc,Vitt vin,Frankrike
Antolini Corvina Veronese,Rött vin,Italien
Antolini Valpolicella Ripasso Classico Superiore,Rött vin,Italien
Piedrasassi PS Syrah,Rött vin,USA
Virgin Earth Chenin Blanc,Vitt vin,Sydafrika
I Crinali Appassimento,Rött vin,Italien
Buteljholmen 4,Rött vin,Frankrike
Amarone della Valpolicella Mont’Albano,Rött vin,Italien
Valpolicella Ripasso Mont'Albano,Rött vin,Italien
Amarone della Valpolicella Provolo,Rött vin,Italien
Valpolicella Ripasso Superiore Provolo Campotorbian,Rött vin,Italien
Entis Rosso Veronese,Rött vin,Italien
Valpolicella Ripasso Classico Superiore Le Marognole,Rött vin,Italien
Gato Negro Sauvignon Blanc,Vitt vin,Chile
Penfolds Koonunga Hill Chardonnay,Vitt vin,Australien
Fulltofta Sjuan,Öl,Sverige
Émile Leclère Gott & Blandat,Mousserande vin,Frankrike
Lager 061,Öl,Sverige
Mikkeller Spontanpassionfruit,Öl,Belgien
Collabski Brekeriet/Brewski,Öl,Sverige
I Like To Moob It Moob IT,Öl,Storbritannien
Jameson,Whisky,Irland
Calvet Reserve Sauvignon Blanc,Vitt vin,Frankrike
Dolcetto d'Alba,Rött vin,Italien
Port Askaig 30 Years,Whisky,Storbritannien
Collenottolo,Rött vin,Italien
Fojaneghe,Rött vin,Italien
Brooklyn Scorcher IPA,Öl,USA
Therra,Rött vin,Italien
Flensburger Pilsener,Öl,Tyskland
Sotirio,Rött vin,Italien
Big Chouffe,Öl,Belgien
Flensburger Winterbock,Öl,Tyskland
Acquesi Rosato,Mousserande vin,Italien
Flensburger Frühlingsbock,Öl,Tyskland
Montornello Chianti Classico,Rött vin,Italien
Vigna del Capannino Chianti Classico Gran Selezione,Rött vin,Italien
Flensburger Gold,Öl,Tyskland
Tomatin 18 Years,Whisky,Storbritannien
Flensburger Weizen,Öl,Tyskland
Flensburger Dunkel,Öl,Tyskland
Tribaut Rosé,Mousserande vin,Frankrike
Giusto Alle Balze,Rött vin,Italien
Genuino,Rött vin,Italien
Marcampo,Rött vin,Italien
Neropasso,Rött vin,Italien
Rinforzo Primitivo,Rött vin,Italien
Trifula,Rött vin,Italien
Louis Bouillot Cremant de Bourgogne Millésimé Brut,Mousserande vin,Frankrike
Grande Nuit Sauvignon Blanc,Vitt vin,Frankrike
Corte Adami Soave Vigna della Corte,Vitt vin,Italien
Moletto Prosecco Treviso Extra Dry,Mousserande vin,Italien
Las Ocho Vino de Pago,Rött vin,Spanien
Mustache Vineyards Zinfandel,Rött vin,USA
Lindeman's Gentleman's Collection,Rött vin,Italien
Barrels & Drums Organic,Rött vin,Frankrike
Diebolt-Vallois Prestige Brut,Mousserande vin,Frankrike
Catch & Release by Huntyard Sauvignon Blanc,Vitt vin,Frankrike
Chablis Bouchard Aîné & Fils,Vitt vin,Frankrike
Baby Bad Boy,Vitt vin,Frankrike
La Crema Monterey Chardonnay,Vitt vin,USA
Baigorri Baigorri Crianza Tempranillo,Rött vin,Spanien
La Crema Monterey Pinot Noir,Rött vin,USA
Villa Righetti Ripasso,Rött vin,Italien
La Rocca 33,Rött vin,Italien
Domaine Verena Wyss Blandlåda,Rött vin,Frankrike
Sensazioni Monferrato,Vitt vin,Italien
Sierra Nevada Nooner Pils,Öl,USA
Sierra Nevada Hop Hunter IPA,Öl,USA
Barbaresco Colle Belvedere,Rött vin,Italien
Barolo Colle Belvedere,Rött vin,Italien
Langhe Arneis Sofia Colle Belvedere,Vitt vin,Italien
Langhe Nebbiolo Colle Belvedere,Rött vin,Italien
Langhe Emozione Colle Belvedere,Rött vin,Italien
Ciampello Corini,Rött vin,Italien
Amarone della Valpolicella La Giuva,Rött vin,Italien
Dolina XII,Rött vin,Serbien
Chablis Grand Cru Bougros Domaine Thierry Mothe,Vitt vin,Frankrike
Pierre Olivier Blanc de Blancs Prestige Brut,Mousserande vin,Frankrike
Biecher & Schaal Grand Cru Altenberg de Bergheim,Vitt vin,Frankrike
Côte Mas Organic Chardonnay Rural par Nature,Vitt vin,Frankrike
Brygghus 19 Innovation Glutenfri,Öl,Sverige
Le Roi,Rött vin,Frankrike
Le Gessaie Vermentino,Vitt vin,Italien
Bergslagens Cuprum Pale Ale,Öl,Sverige
Châteauneuf-du-Pape,Rött vin,Frankrike
Arte,Rött vin,Italien
Commerzienrat Riegele Privat,Öl,Tyskland
Trevigne Barbera d'Alba,Rött vin,Italien
Glendronach 12 years,Whisky,Storbritannien
Senatore Zeffirino,Mousserande vin,Italien
Kleine Zalze Family Reserve Chenin Blanc,Vitt vin,Sydafrika
Beerbliotek Eternal Darkness,Öl,Sverige
Glen Scotia Single Malt 15 Years,Whisky,Storbritannien
Glen Scotia Single Malt Double Cask,Whisky,Storbritannien
Poule de Pic,Vitt vin,Frankrike
Cocoriko,Rött vin,Frankrike
Amorin Red Heart Selection,Rött vin,Portugal
Saint-Péray La Belle de Mai,Vitt vin,Frankrike
Crozes-Hermitage Les Fées Brunes,Rött vin,Frankrike
Cornas Terres Brulées Syrah,Rött vin,Frankrike
Flensburger Gold Party keg,Öl,Tyskland
Flensburger Pilsener Party keg,Öl,Tyskland
Flensburger Weizen Party keg,Öl,Tyskland
Barolo Principiano Giuseppe,Rött vin,Italien
Mas de Libian Bout d'Zan,Rött vin,Frankrike
Château Grand Ferrand,Vitt vin,Frankrike
Glen Scotia Single Malt Victoriana,Whisky,Storbritannien
A Tribute To Grace,Rött vin,USA
BRLO Craft Helles,Öl,Tyskland
BRLO Craft Pale Ale,Öl,Tyskland
BRLO Craft Porter,Öl,Tyskland
Barbera d'Asti Lavignone Rosso,Rött vin,Italien
BRLO Craft Weisse,Öl,Tyskland
Bulles de Gironde Blanc de Noir,Mousserande vin,Frankrike
Bulles de Gironde Rosé,Mousserande vin,Frankrike
Barolo Boscareto Principiano Giuseppe,Rött vin,Italien
Baloun Ariana,Rött vin,Tjeckien
Baloun André,Rött vin,Tjeckien
Baloun Cabernet Moravia,Rött vin,Tjeckien
Chablis Domaine Thierry Mothe,Vitt vin,Frankrike
Baloun Mähren Muskat,Vitt vin,Tjeckien
Cuvée Henry Lapierre,Rött vin,Frankrike
Baloun Aurelius,Vitt vin,Tjeckien
Vordy Minervois Les Pégounels,Vitt vin,Frankrike
Châteauneuf-du-Pape Grand Tinel,Rött vin,Frankrike
Château Gravettes-Samonac Cuvée Prestige,Rött vin,Frankrike
Enigma Vino Blanco,Vitt vin,Italien
Ben Nevis Cooper's Choice 18 Years,Whisky,Storbritannien
Cristian Senez Rosé Brut,Mousserande vin,Frankrike
Little Creatures Indian Pale Ale,Öl,Australien
Trispol Negre Ecologic,Rött vin,Spanien
Lisjak Sauvignon Blanc,Vitt vin,Slovenien
Medolago Albani Rosé Spumante,Mousserande vin,Italien
Impromptu Chardonnay,Vitt vin,Grekland
Medolago Albani Valcalepio Bianco,Vitt vin,Italien
Girvan Single Cask Release 50 Years,Whisky,Storbritannien
Cornas Les Barcillants Les Vins de Vienne,Rött vin,Frankrike
La Cuvée le Clos de la Tour Chateau Rouquette Sur Mer,Rött vin,Frankrike
Zuccardi Serie A Bonarda Organic,Rött vin,Argentina
Heineken,Öl,Nederländerna
Viña Maipo Cabernet Sauvignon,Rött vin,Chile
Old Ezra 7 Years,Whisky,USA
To Øl Berliner Vice,Öl,Belgien
Moët & Chandon Grand Vintage,Mousserande vin,Frankrike
Nya Carnegiebryggeriet Luma Lager,Öl,Sverige
Värmdö Bryggeri Svartsö Stout,Öl,Sverige
Nääs DIPA,Öl,Sverige
Nääs APA,Öl,Sverige
NollFyraSex P.ALE,Öl,Sverige
Halmstad Brygghus Söderkaj IPA,Öl,Sverige
Värmdö Bryggeri Grönskärs Lager,Öl,Sverige
Ysta Mörk,Öl,Sverige
Brösarps Backabrygd,Öl,Sverige
Freja Chocolate Stout,Öl,Sverige
Ragnarök Rökporter,Öl,Sverige
Urds Brunn Craft Ale,Öl,Sverige
Sälen Session IPA,Öl,Sverige
Hönöbryggeriet India Pale Ale,Öl,Sverige
Råå Pale Ale,Öl,Sverige
Södra One Love IPA Ekologisk,Öl,Sverige
Camins del Priorat,Rött vin,Spanien
Western Pacific IPA,Öl,Sverige
Litovel Classic,Öl,Tjeckien
Coppersmith's The Pawns Pilsener Non-Gluten,Öl,Sverige
Tuatara APA Aotearoa Pale Ale,Öl,Nya Zeeland
Sigtuna Jumbo DIPA,Öl,Sverige
A Viot Brut Tradition,Mousserande vin,Frankrike
Moscato d'Asti Josetta Saffirio,Vitt vin,Italien
Auld Rare Benriach 19 Years,Whisky,Storbritannien
Château Couhins-Lurton,Vitt vin,Frankrike
Ben Nevis De Luxe Blend 12 Years,Whisky,Storbritannien
Charlis Ipanema American Pale Ale,Öl,Sverige
Pongrácz Brut,Mousserande vin,Sydafrika
Deutz Rosé Brut,Mousserande vin,Frankrike
Charlis kristiansta,Öl,Sverige
Calles Ecological,Rött vin,Frankrike
Laphroaig Selected By Berry's Cask Ref 48 18 Years,Whisky,Storbritannien
Mariestads Old Ox,Öl,Sverige
Jaspi Maragda,Rött vin,Spanien
Jaspi Negre,Rött vin,Spanien
Coca i Fitó Carinyena,Rött vin,Spanien
Coca i Fitó Garnatxa,Rött vin,Spanien
Brancaia Ilatraia,Rött vin,Italien
Indomita Gran Reserva Cinsault País,Rött vin,Chile
Spice Route Chenin Blanc,Vitt vin,Sydafrika
Luis Felipe Edwards Pinot Noir,Rött vin,Chile
The Econic Chardonnay,Vitt vin,USA
Prohibition White Blend,Vitt vin,USA
Forester Estate Cabernet Sauvignon,Rött vin,Australien
Sol Luigi Righetti,Rött vin,Italien
Cal y Canto Blanco,Vitt vin,Spanien
Amarone della Valpolicella Classico Luigi Rihetti,Rött vin,Italien
Chablis Noémie Vernaux,Vitt vin,Frankrike
Ramey Napa Cabernet Sauvignon,Rött vin,USA
Bourgogne Rouge Noémie Vernaux,Rött vin,Frankrike
Bourgogne Blanc Noémie Vernaux,Vitt vin,Frankrike
Pol Rémy Brut,Mousserande vin,Frankrike
Jacob's Creek Lighter Alcohol Pinot Grigio,Vitt vin,Australien
Zensa Primitivo,Rött vin,Italien
Amore Assoluto,Rött vin,Italien
Strathclyde The Clan Denny 27 Years Single Grain,Whisky,Storbritannien
